Treatment Plant,Date,Virus,Normalised Viral Load (gc/person/day),7-day Median Viral Load (gc/person/day),Rt estimate,Estimate lower bound,Estimate upper bound
Switzerland,2024-01-16,IBV-M,2561743.88202179,1978447.01338204,1.00204453394195,0.875373905408892,1.12343463274112
Switzerland,2024-01-17,IBV-M,1039447.71176701,1978447.01338204,1.0035623848887,0.877994330296761,1.12566684783009
Switzerland,2024-01-18,IBV-M,1978447.01338204,2492454.01065068,1.00525347156486,0.88060978365488,1.12647104479689
Switzerland,2024-01-19,IBV-M,1034288.35205159,1978447.01338204,1.00707783469702,0.884785449775165,1.12858610464893
Switzerland,2024-01-20,IBV-M,2492454.01065068,1978447.01338204,1.00899360629171,0.889210783722311,1.12960291506077
Switzerland,2024-01-21,IBV-M,2745181.37923635,1978447.01338204,1.01096155689904,0.89282119794703,1.12998477999524
Switzerland,2024-01-22,IBV-M,1503504.13978018,1503504.13978018,1.01295542154447,0.895280680398188,1.13027650811527
Switzerland,2024-01-23,IBV-M,2605731.14678781,2492454.01065068,1.01495185863752,0.900184531583168,1.13164919301292
Switzerland,2024-01-24,IBV-M,968223.991121335,2605731.14678781,1.01692894077052,0.905477710074587,1.13379160002508
Switzerland,2024-01-25,IBV-M,433705.714575274,2542696.39919875,1.01887266352364,0.909883314048879,1.13458770955777
Switzerland,2024-01-26,IBV-M,2656820.62258164,2605731.14678781,1.02077095028834,0.91405479659897,1.13696109118192
Switzerland,2024-01-27,IBV-M,3489743.79733751,2542696.39919875,1.02261231349496,0.916060166394365,1.1384705529707
Switzerland,2024-01-28,IBV-M,2542696.39919875,2542696.39919875,1.02438903068576,0.91865277363601,1.14127795549199
Switzerland,2024-01-29,IBV-M,2727190.87437961,2542696.39919875,1.02609390453208,0.920941431346405,1.14326265897759
Switzerland,2024-01-30,IBV-M,1817004.44305325,2242271.49954165,1.02771952089247,0.92301366415287,1.14524049114744
Switzerland,2024-01-31,IBV-M,1759157.53219903,2181528.81891204,1.02925689386954,0.92450916493863,1.1493208785039
Switzerland,2024-02-01,IBV-M,2242271.49954165,1817004.44305325,1.03069669325224,0.925800961841044,1.15138695128039
Switzerland,2024-02-02,IBV-M,2181528.81891204,1817004.44305325,1.03202801838689,0.927046034990772,1.15370027735927
Switzerland,2024-02-03,IBV-M,1718189.64850285,1759157.53219903,1.03323129549349,0.92972468922249,1.15429893427384
Switzerland,2024-02-04,IBV-M,1684154.83948962,2002504.4765977,1.03428514779688,0.931903963070829,1.15490860745777
Switzerland,2024-02-05,IBV-M,2954042.92844672,2002504.4765977,1.03517329131494,0.933602854428988,1.15619999018425
Switzerland,2024-02-06,IBV-M,1602912.29509491,1882440.81923244,1.03589866542564,0.935383912121872,1.15615978047788
Switzerland,2024-02-07,IBV-M,2002504.4765977,2002504.4765977,1.03646834296727,0.937362548788196,1.15570294853918
Switzerland,2024-02-08,IBV-M,2016974.87210126,2016974.87210126,1.03688955203551,0.93869375756476,1.15526497780589
Switzerland,2024-02-09,IBV-M,1882440.81923244,2002504.4765977,1.03717094943177,0.939746451698586,1.15361745248147
Switzerland,2024-02-10,IBV-M,3791504.02593646,2016974.87210126,1.03732184563992,0.940532717027742,1.15309347691857
Switzerland,2024-02-11,IBV-M,3046692.59037751,2827690.50591041,1.03734865892538,0.941047128987918,1.15355343233224
Switzerland,2024-02-12,IBV-M,1655590.72161271,3046692.59037751,1.03724484381608,0.941788815840719,1.15237275097026
Switzerland,2024-02-13,IBV-M,6455596.15825024,3304981.92535211,1.03700076774239,0.94186896720348,1.15093700876495
Switzerland,2024-02-14,IBV-M,2827690.50591041,3304981.92535211,1.03660796752825,0.94189332963303,1.15125136915046
Switzerland,2024-02-15,IBV-M,6359183.57496337,3304981.92535211,1.03606376758229,0.94127494018004,1.14982888434962
Switzerland,2024-02-16,IBV-M,3304981.92535211,4264034.22059184,1.03536717724714,0.941010436161075,1.1489043687423
Switzerland,2024-02-17,IBV-M,4264034.22059184,3488769.61484899,1.03451814020436,0.939928480897526,1.14687620611738
Switzerland,2024-02-18,IBV-M,2885952.50661589,3488769.61484899,1.03352132673178,0.938110262867592,1.14479984341763
Switzerland,2024-02-19,IBV-M,4503031.01269561,3488769.61484899,1.03238223173615,0.937444065447782,1.1438777808606
Switzerland,2024-02-20,IBV-M,3488769.61484899,4264034.22059184,1.0311099053876,0.936733896789906,1.14038726598884
Switzerland,2024-02-21,IBV-M,3270129.47352925,4467842.29534967,1.02972674792102,0.935232706412831,1.13797502237239
Switzerland,2024-02-22,IBV-M,12165063.1996622,4503031.01269561,1.02825838030976,0.934138370186696,1.13489217404086
Switzerland,2024-02-23,IBV-M,4678258.9460909,4678258.9460909,1.02672964271032,0.932321521753828,1.13118895019895
Switzerland,2024-02-24,IBV-M,4467842.29534967,5331434.01807164,1.02516127202684,0.93062978360797,1.12681951221076
Switzerland,2024-02-25,IBV-M,5331434.01807164,5331434.01807164,1.02357313543042,0.929520724677608,1.12421629070173
Switzerland,2024-02-26,IBV-M,6761885.74397492,4678258.9460909,1.02198373745406,0.928408109600545,1.12306345108004
Switzerland,2024-02-27,IBV-M,5507775.21622023,5076833.99019103,1.02040637625611,0.927335883598034,1.12153221623064
Switzerland,2024-02-28,IBV-M,4026755.62267906,5298100.45751257,1.0188530476422,0.925505235317606,1.11899452930001
Switzerland,2024-02-29,IBV-M,3627367.88657173,5076833.99019103,1.01733646721669,0.923465195654534,1.11822194159113
Switzerland,2024-03-01,IBV-M,5076833.99019103,4026755.62267906,1.01587308228992,0.921330215083739,1.1166783123328
Switzerland,2024-03-02,IBV-M,5298100.45751257,3627367.88657173,1.01448030866478,0.919255018047333,1.11526458408705
Switzerland,2024-03-03,IBV-M,2092756.14257278,3627367.88657173,1.01317244594208,0.916928062264319,1.11442506633764
Switzerland,2024-03-04,IBV-M,2416248.26474496,3013749.6831497,1.01195007552561,0.914737948357514,1.1130318150267
Switzerland,2024-03-05,IBV-M,1982840.07880434,3013749.6831497,1.01081031166815,0.913470778141041,1.11045040436863
Switzerland,2024-03-06,IBV-M,6642679.34783412,3013749.6831497,1.00974875779199,0.912299220017644,1.1100035489357
Switzerland,2024-03-07,IBV-M,3013749.6831497,3223979.87164425,1.0087571497231,0.912291688449143,1.10903004860467
Switzerland,2024-03-08,IBV-M,3223979.87164425,3223979.87164425,1.00782641051432,0.910964249955225,1.10722281487621
Switzerland,2024-03-09,IBV-M,4636934.12747353,3298147.21147024,1.00694827943316,0.91065930459289,1.10514929705901
Switzerland,2024-03-10,IBV-M,3298147.21147024,3237745.68051306,1.0061157261976,0.910287253626411,1.10373563240443
Switzerland,2024-03-11,IBV-M,1921972.01348113,3298147.21147024,1.00532243212582,0.910927342773149,1.10182779471702
Switzerland,2024-03-12,IBV-M,4110888.53035661,3356376.60097472,1.00456162133462,0.910575293176986,1.10143680108338
Switzerland,2024-03-13,IBV-M,3237745.68051306,3298147.21147024,1.00382700275582,0.909262749462246,1.10120168617939
Switzerland,2024-03-14,IBV-M,3356376.60097472,3356376.60097472,1.00311219187625,0.908657448344396,1.10126121896761
Switzerland,2024-03-15,IBV-M,4577960.65027751,3356376.60097472,1.00241158019212,0.907787725723231,1.10084265582368
Switzerland,2024-03-16,IBV-M,2794502.69726914,3356376.60097472,1.00172629807976,0.906772667275253,1.09953050668635
Switzerland,2024-03-17,IBV-M,4335740.36872874,3449316.2347345,1.00105889649984,0.905616212214512,1.09970411052974
Switzerland,2024-03-18,IBV-M,2538990.90177491,3621826.5051459,1.00041330253253,0.905085023002515,1.09839225651305
Switzerland,2024-03-19,IBV-M,3621826.5051459,3621826.5051459,0.999799316644011,0.903906927441745,1.09733268732147
Switzerland,2024-03-20,IBV-M,3449316.2347345,4335740.36872874,0.999228727691591,0.902202092243298,1.09629342835394
Switzerland,2024-03-21,IBV-M,4470730.03554742,4451563.54960954,0.99871309601235,0.901158584577249,1.09579773078476
Switzerland,2024-03-22,IBV-M,4594790.75509144,4451563.54960954,0.998262131379941,0.9010016864698,1.0952279436542
Switzerland,2024-03-23,IBV-M,4845113.53213377,4451563.54960954,0.997884547028738,0.900364298250284,1.09547189519889
Switzerland,2024-03-24,IBV-M,4451563.54960954,4451563.54960954,0.997587531445022,0.900883675881152,1.09485174263819
Switzerland,2024-03-25,IBV-M,3970212.7902291,3970212.7902291,0.997372421731137,0.900789746121955,1.09531417460355
Switzerland,2024-03-26,IBV-M,2080676.59585801,2950129.93606336,0.997239371901936,0.899405003518062,1.0954234570265
Switzerland,2024-03-27,IBV-M,2324570.52620496,2368641.80037097,0.997188727787577,0.898792654369093,1.09534215202739
Switzerland,2024-03-28,IBV-M,2950129.93606336,2368641.80037097,0.997221086191956,0.899201611158074,1.09615412739158
Switzerland,2024-03-29,IBV-M,2189032.7257382,2368641.80037097,0.997337053288696,0.899648624774299,1.0962851280713
Switzerland,2024-03-30,IBV-M,2368641.80037097,2950129.93606336,0.997534369983178,0.899139060509183,1.09650159924907
Switzerland,2024-03-31,IBV-M,4026229.52298628,3053282.84685238,0.997801382215033,0.89867924075629,1.09733836986712
Switzerland,2024-04-01,IBV-M,3300271.76962736,3300271.76962736,0.998123869188519,0.898592518384139,1.09773861527635
Switzerland,2024-04-02,IBV-M,3053282.84685238,3300271.76962736,0.998489236390799,0.899072668805544,1.0990092403196
Switzerland,2024-04-03,IBV-M,4228270.73964528,3300271.76962736,0.998889932835216,0.899420444950753,1.10037722244319
Switzerland,2024-04-04,IBV-M,4966639.19516138,3300271.76962736,0.999319556974646,0.900055473206181,1.10124908409359
Switzerland,2024-04-05,IBV-M,3007700.03534044,3727808.80092401,0.999771164736007,0.900337324542747,1.10180453359989
Switzerland,2024-04-06,IBV-M,2856875.71801921,3727808.80092401,1.00023791600061,0.901780654656152,1.10203079145747
Switzerland,2024-04-07,IBV-M,3727808.80092401,3210023.07857895,1.0007129676748,0.902923004731624,1.10260530694806
Switzerland,2024-04-08,IBV-M,5910507.60027876,3007700.03534044,1.00119011226,0.904547773437769,1.10320144978077
Switzerland,2024-04-09,IBV-M,3210023.07857895,2856875.71801921,1.00166504805092,0.905497644567507,1.10305297818723
Switzerland,2024-04-10,IBV-M,2471138.42980763,2740861.89214255,1.00213393891782,0.906466832738386,1.10301625988494
Switzerland,2024-04-11,IBV-M,2523623.92422575,2527561.83483292,1.00259404156569,0.906572461734401,1.10430894769957
Switzerland,2024-04-12,IBV-M,2740861.89214255,2527561.83483292,1.00304630136961,0.906887925817491,1.10497747201815
Switzerland,2024-04-13,IBV-M,1876836.42484326,2527561.83483292,1.00349277270702,0.907283702999486,1.1054923161413
Switzerland,2024-04-14,IBV-M,2527561.83483292,2740861.89214255,1.00393357574665,0.907806709047982,1.1070112579224
Switzerland,2024-04-15,IBV-M,8059253.04388061,2740861.89214255,1.00436245556192,0.907566276663903,1.1077616072589
Switzerland,2024-04-16,IBV-M,3591398.52076498,3230410.99136065,1.0047713243642,0.908596563399809,1.10785925697945
Switzerland,2024-04-17,IBV-M,3230410.99136065,3591398.52076498,1.00515408839272,0.909073448448075,1.10900550623421
Switzerland,2024-04-18,IBV-M,2421753.56513279,3617940.93514897,1.00550944797325,0.909739755868284,1.11010090190425
Switzerland,2024-04-19,IBV-M,3696351.11810867,3617940.93514897,1.00583715873584,0.910104365574291,1.11030640861931
Switzerland,2024-04-20,IBV-M,3617940.93514897,3696351.11810867,1.00613689879396,0.910758093313584,1.1105946060829
Switzerland,2024-04-21,IBV-M,4728922.09791011,3696351.11810867,1.00641047038268,0.911381493253295,1.11091380982034
Switzerland,2024-04-22,IBV-M,5110443.38750987,4208426.29745382,1.00665962929023,0.912125833301202,1.11051314735542
Switzerland,2024-04-23,IBV-M,4208426.29745382,4208426.29745382,1.00688641956743,0.912697460312485,1.11027714937706
Switzerland,2024-04-24,IBV-M,1402941.63021129,4208426.29745382,1.00709409527281,0.913090415738704,1.10973867287815
Switzerland,2024-04-25,IBV-M,4244821.08905409,3632515.33447937,1.00728636714558,0.913648888803164,1.11016755012462
Switzerland,2024-04-26,IBV-M,3632515.33447937,3299333.27645696,1.00746506566809,0.913513300780049,1.11103598768452
Switzerland,2024-04-27,IBV-M,2352481.49327121,3265764.18171406,1.00762502089967,0.91357379922769,1.11137493150157
Switzerland,2024-04-28,IBV-M,3198871.84200396,3299333.27645696,1.00775931792506,0.913126689606982,1.11205952963492
Switzerland,2024-04-29,IBV-M,3299333.27645696,3299333.27645696,1.0078620687866,0.912984206510626,1.11180716228342
Switzerland,2024-04-30,IBV-M,3265764.18171406,3299333.27645696,1.00793241726022,0.913084897465397,1.11194724491622
Switzerland,2024-05-01,IBV-M,6653367.69127259,3299333.27645696,1.00797080106347,0.912248725797246,1.11206225769156
Switzerland,2024-05-02,IBV-M,5039436.67257832,4281490.06168044,1.00797857535059,0.911163591845396,1.11217225864652
Switzerland,2024-05-03,IBV-M,4281490.06168044,4542810.00598826,1.00796183994479,0.91100966462656,1.11215191450493
Switzerland,2024-05-04,IBV-M,3071216.82597914,5039436.67257832,1.00792788771139,0.910652265999211,1.11240405458393
Switzerland,2024-05-05,IBV-M,4542810.00598826,4542810.00598826,1.00788381322181,0.911117519627758,1.11247122886422
Switzerland,2024-05-06,IBV-M,6805641.08103449,4281490.06168044,1.0078337255244,0.91114368671679,1.11212191246572
Switzerland,2024-05-07,IBV-M,6595421.34852814,3071216.82597914,1.00778099047323,0.911687278931828,1.11233298208344
Switzerland,2024-05-08,IBV-M,2328499.94043508,3144806.48377741,1.00772913456273,0.911793466967846,1.11204735721842
Switzerland,2024-05-09,IBV-M,2866604.98685919,3144806.48377741,1.00768334962092,0.91141700301762,1.11165113913149
Switzerland,2024-05-10,IBV-M,2535958.36073897,2866604.98685919,1.00764875829152,0.911637143373056,1.11088989194097
Switzerland,2024-05-11,IBV-M,3144806.48377741,2535958.36073897,1.00763026487633,0.911317984587511,1.11102110476131
Switzerland,2024-05-12,IBV-M,3361912.83125558,2866604.98685919,1.00762783473379,0.911081269781806,1.11154353505726
Switzerland,2024-05-13,IBV-M,2461744.76777661,3144806.48377741,1.00764041899006,0.910772680463166,1.11199314638845
Switzerland,2024-05-14,IBV-M,2373078.87966324,3361912.83125558,1.00766492722932,0.910329966525624,1.11218262929792
Switzerland,2024-05-15,IBV-M,4523156.45091253,3361912.83125558,1.00769099131546,0.90990710415592,1.11291526564463
Switzerland,2024-05-16,IBV-M,4706184.66679462,3261839.9600237,1.0077063047817,0.90950512070398,1.11409720462083
Switzerland,2024-05-17,IBV-M,3906530.41355695,3261839.9600237,1.00769626518003,0.909471107382907,1.11474416047863
Switzerland,2024-05-18,IBV-M,2971293.12848371,3906530.41355695,1.00764055724748,0.909734159655318,1.11557935821562
Switzerland,2024-05-19,IBV-M,3261839.9600237,3906530.41355695,1.0075175571256,0.908645017355429,1.1162929948365
Switzerland,2024-05-20,IBV-M,2108876.5065143,3261839.9600237,1.00730961602503,0.908738049325408,1.11600281499043
Switzerland,2024-05-21,IBV-M,5361000.13809724,3261839.9600237,1.00701212524453,0.906666425999114,1.11536631531583
Switzerland,2024-05-22,IBV-M,3929351.41306114,3929351.41306114,1.00662312443939,0.905779340055845,1.11482033541704
Switzerland,2024-05-23,IBV-M,1495473.84420232,4669484.9613829,1.00614141339559,0.905074487441362,1.11298824982205
Switzerland,2024-05-24,IBV-M,5162034.90089173,4669484.9613829,1.00557044390707,0.904697332213858,1.11171612645628
Switzerland,2024-05-25,IBV-M,5664185.99218193,4569400.90663316,1.0049147261222,0.903683731712302,1.11054705683044
Switzerland,2024-05-26,IBV-M,4669484.9613829,4569400.90663316,1.00418161856098,0.902824582785128,1.10891911198737
Switzerland,2024-05-27,IBV-M,4569400.90663316,4669484.9613829,1.00338936117401,0.901863968788937,1.10821354123569
Switzerland,2024-05-28,IBV-M,1664370.18732899,4569400.90663316,1.00255867303126,0.900581598773887,1.10692478836659
Switzerland,2024-05-29,IBV-M,2768316.09072311,2871313.23180097,1.00171064732207,0.900369899339896,1.10595720393611
Switzerland,2024-05-30,IBV-M,5856177.15286595,2871313.23180097,1.00086832708819,0.898321984788327,1.10516939095536
Switzerland,2024-05-31,IBV-M,2617997.55817827,2871313.23180097,1.00005525918464,0.896889138981885,1.10415407942504
Switzerland,2024-06-01,IBV-M,2871313.23180097,2871313.23180097,0.999293485590035,0.895412036234049,1.10381366272402
Switzerland,2024-06-02,IBV-M,4373724.30272491,3441823.22769746,0.998593409402534,0.894545007246427,1.10328725726991
Switzerland,2024-06-03,IBV-M,4012333.22359396,3441823.22769746,0.997962687942085,0.894081646537568,1.10388824916675
Switzerland,2024-06-04,IBV-M,682122.220103043,4193028.76315943,0.997406326073257,0.893765007833619,1.10437235023169
Switzerland,2024-06-05,IBV-M,NA,4413562.12618841,0.996920418598936,0.891643105788021,1.10334143390859
Switzerland,2024-06-06,IBV-M,7104644.34401644,4909157.6668852,0.996499387518044,0.890900934688586,1.10329163611765
Switzerland,2024-06-07,IBV-M,5364915.38411848,4909157.6668852,0.996138397180498,0.891018897103704,1.10178378983556
Switzerland,2024-06-08,IBV-M,4453399.94965192,4909157.6668852,0.995834901376605,0.890105693859144,1.10217893982204
Switzerland,2024-06-09,IBV-M,6098845.45482015,4453399.94965192,0.995586480742436,0.890025994806676,1.10286174659279
Switzerland,2024-06-10,IBV-M,1495370.19239644,2125204.66896607,0.995386080420154,0.88975169860127,1.10316542218686
Switzerland,2024-06-11,IBV-M,2125204.66896607,2125204.66896607,0.995210055506069,0.88956301350241,1.10522599102887
Switzerland,2024-06-12,IBV-M,1448030.33849215,2125204.66896607,0.995030457657431,0.888256146240117,1.1065205552167
Switzerland,2024-06-13,IBV-M,739633.94,2125204.66896607,0.994819410314814,0.887376997132464,1.1073809164101
Switzerland,2024-06-14,IBV-M,3108216.44890533,2125204.66896607,0.994549914896987,0.886172549136097,1.10909113606688
Switzerland,2024-06-15,IBV-M,3195189.04750861,2201204.22913334,0.994195109547648,0.885591934066886,1.1098348989394
Switzerland,2024-06-16,IBV-M,2349425.29040031,2349425.29040031,0.993735504952724,0.884189843349864,1.11006069919885
Switzerland,2024-06-17,IBV-M,1489116.3771608,2349425.29040031,0.993181217200007,0.883912674704417,1.11126707257859
Switzerland,2024-06-18,IBV-M,2201204.22913334,2349425.29040031,0.992550131536258,0.884280058634817,1.11129468486015
Switzerland,2024-06-19,IBV-M,3478040.4323854,2349425.29040031,0.991860179612749,0.883130948586231,1.10890842609982
